"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 25 18:07:15 EEST 2023","Mon Sep 25 18:07:26 EEST 2023","11176","","Website","","","","visiting the frontpage",""
